transaction_id,simulation_run_id,customer_id,account_number,account_type,transaction_type,amount,balance_before,balance_after,status,failure_reason,timestamp
TXN-9dc67705-8e96-4bb2-bcaa-a569803c1bc9,SIM-20260823-327,CUST-018,26037,SAVINGS,BALANCE_CHECK,52,4645.0,4645.0,SUCCESS,,2026-08-23T12:18:20.783450400
TXN-60216f6a-b976-40c9-a539-7157b8515056,SIM-20260823-327,CUST-018,26037,SAVINGS,WITHDRAWAL,180,4645.0,4465.0,SUCCESS,,2026-08-23T12:18:20.806712700
TXN-3062c53d-6a7f-4f9f-83d4-e7bd859d0ce1,SIM-20260823-327,CUST-007,83137,CURRENT,WITHDRAWAL,220,5000.0,5000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:20.834863
TXN-d44823dd-e56b-42db-aade-9a7f06472655,SIM-20260823-327,CUST-009,84876,SAVINGS,WITHDRAWAL,125,4966.0,4841.0,SUCCESS,,2026-08-23T12:18:20.846517500
TXN-39cd9b66-9199-47e2-8c79-40a9e92a0bc9,SIM-20260823-327,CUST-019,20695,STUDENT,DEPOSIT,141,5121.0,5262.0,SUCCESS,,2026-08-23T12:18:20.871938800
TXN-704cc2b5-162b-45cc-9c5d-672293cba6a2,SIM-20260823-327,CUST-003,57858,SAVINGS,WITHDRAWAL,140,2469.0,2329.0,SUCCESS,,2026-08-23T12:18:20.913019100
TXN-bb25c354-3adf-4656-a63c-83bd03e4fc7a,SIM-20260823-327,CUST-016,44323,CURRENT,BALANCE_CHECK,27,5000.0,5000.0,SUCCESS,,2026-08-23T12:18:20.950842800
TXN-b09c196c-566e-4155-8502-08d85721586c,SIM-20260823-327,CUST-004,33460,SAVINGS,BALANCE_CHECK,229,3156.0,3156.0,SUCCESS,,2026-08-23T12:18:20.962348500
TXN-292c8c3a-2dff-4d66-8862-7826901b8ded,SIM-20260823-327,CUST-022,90335,STUDENT,DEPOSIT,45,3204.0,3249.0,SUCCESS,,2026-08-23T12:18:20.980918100
TXN-fa67b06f-cc34-4a2a-a73f-7f97aed0ba8a,SIM-20260823-327,CUST-002,97480,SAVINGS,DEPOSIT,486,4880.0,5366.0,SUCCESS,,2026-08-23T12:18:20.992081800
TXN-fc162e2f-a0ee-49d5-a114-5da4029dcb86,SIM-20260823-327,CUST-007,83137,CURRENT,BALANCE_CHECK,156,5000.0,5000.0,SUCCESS,,2026-08-23T12:18:21.025505600
TXN-ccf8eb86-9f97-4204-af4c-cd6a18adcf0d,SIM-20260823-327,CUST-022,90335,STUDENT,DEPOSIT,23,3249.0,3272.0,SUCCESS,,2026-08-23T12:18:21.069833600
TXN-f2f9d57d-d320-4005-8ad2-b3c5d4d3d04e,SIM-20260823-327,CUST-001,40365,SAVINGS,BALANCE_CHECK,74,2832.0,2832.0,SUCCESS,,2026-08-23T12:18:21.093474
TXN-a634c580-e893-435b-92c6-e55f1a3c4e13,SIM-20260823-327,CUST-009,84876,SAVINGS,DEPOSIT,966,4841.0,5807.0,SUCCESS,,2026-08-23T12:18:21.138338800
TXN-65953930-cdd1-4e27-a43c-1a00f46b2d09,SIM-20260823-327,CUST-004,33460,SAVINGS,BALANCE_CHECK,8,3156.0,3156.0,SUCCESS,,2026-08-23T12:18:21.152880800
TXN-80ee42bf-ff2c-46e2-8189-e0c3c147d862,SIM-20260823-327,CUST-025,77744,CURRENT,DEPOSIT,5316,5000.0,10316.0,SUCCESS,,2026-08-23T12:18:21.185316900
TXN-f59cb9e9-53d7-4884-bb0c-166ebad04ca4,SIM-20260823-327,CUST-001,40365,SAVINGS,DEPOSIT,280,2832.0,3112.0,SUCCESS,,2026-08-23T12:18:21.218927300
TXN-59dc5fc1-595c-4485-a369-371b656730a6,SIM-20260823-327,CUST-010,62184,SAVINGS,DEPOSIT,255,2729.0,2984.0,SUCCESS,,2026-08-23T12:18:21.250412600
TXN-00ffbb12-5dbf-4084-ba6a-c6a04ef99137,SIM-20260823-327,CUST-008,24894,SAVINGS,DEPOSIT,112,2000.0,2112.0,SUCCESS,,2026-08-23T12:18:21.296389500
TXN-008e43b9-4e63-478c-bb3d-c26c8a33ea0c,SIM-20260823-327,CUST-015,53287,SAVINGS,BALANCE_CHECK,155,4127.0,4127.0,SUCCESS,,2026-08-23T12:18:21.315238700
TXN-84178fff-bfd3-480e-bf85-1affb0bda7f6,SIM-20260823-327,CUST-017,98387,SAVINGS,DEPOSIT,326,2000.0,2326.0,SUCCESS,,2026-08-23T12:18:21.340332700
TXN-6b451f04-5909-47e4-9359-5f0514191961,SIM-20260823-327,CUST-005,40911,CURRENT,DEPOSIT,514,5000.0,5514.0,SUCCESS,,2026-08-23T12:18:21.379891400
TXN-fac3adc3-fcc0-4952-b1fe-93d501da15ad,SIM-20260823-327,CUST-019,20695,STUDENT,WITHDRAWAL,57,5262.0,5205.0,SUCCESS,,2026-08-23T12:18:21.413056700
TXN-293bf348-5b8e-4b1a-bc6c-2c8869b61577,SIM-20260823-327,CUST-006,58340,CURRENT,BALANCE_CHECK,119,5000.0,5000.0,SUCCESS,,2026-08-23T12:18:21.452135100
TXN-ec39154c-8e72-4c88-8967-04b3589e09e5,SIM-20260823-327,CUST-025,77744,CURRENT,WITHDRAWAL,206,10316.0,10110.0,SUCCESS,,2026-08-23T12:18:21.468272
TXN-d7afadbc-f26c-447e-b700-154ece03d610,SIM-20260823-327,CUST-018,26037,SAVINGS,BALANCE_CHECK,105,4465.0,4465.0,SUCCESS,,2026-08-23T12:18:21.510819500
TXN-ccf80eb7-3d2e-4a1e-9a7a-32574272a597,SIM-20260823-327,CUST-008,24894,SAVINGS,BALANCE_CHECK,36,2112.0,2112.0,SUCCESS,,2026-08-23T12:18:21.528426200
TXN-e10fd0ed-76b1-45fd-804a-3caabb3382a8,SIM-20260823-327,CUST-020,83974,CURRENT,BALANCE_CHECK,253,5000.0,5000.0,SUCCESS,,2026-08-23T12:18:21.544788400
TXN-6c2cee20-73bd-4d85-a62c-4f4db42b4261,SIM-20260823-327,CUST-021,40117,CURRENT,BALANCE_CHECK,274,5000.0,5000.0,SUCCESS,,2026-08-23T12:18:21.578433800
TXN-d4abffd4-a655-424e-b9ae-1b5fca2b2dec,SIM-20260823-327,CUST-018,26037,SAVINGS,DEPOSIT,240,4465.0,4705.0,SUCCESS,,2026-08-23T12:18:21.603706600
TXN-7f444715-f107-4d97-98f3-48bcb8dae430,SIM-20260823-327,CUST-007,83137,CURRENT,DEPOSIT,2734,5000.0,7734.0,SUCCESS,,2026-08-23T12:18:21.640757400
TXN-fc334681-40fd-41d7-913a-b1ec6aeac2e7,SIM-20260823-327,CUST-025,77744,CURRENT,WITHDRAWAL,227,10110.0,9883.0,SUCCESS,,2026-08-23T12:18:21.661302200
TXN-2c3ee51c-18a3-4afa-aabe-fd0f5f45d680,SIM-20260823-327,CUST-004,33460,SAVINGS,BALANCE_CHECK,103,3156.0,3156.0,SUCCESS,,2026-08-23T12:18:21.700178100
TXN-dc77f8cb-bc31-4da5-b09a-a4345e5f2f50,SIM-20260823-327,CUST-024,63256,SAVINGS,BALANCE_CHECK,441,6006.0,6006.0,SUCCESS,,2026-08-23T12:18:21.717569800
TXN-ac5ad8c4-f33a-441d-93ea-f208376b18d1,SIM-20260823-327,CUST-001,40365,SAVINGS,DEPOSIT,253,3112.0,3365.0,SUCCESS,,2026-08-23T12:18:21.765850900
TXN-0731527b-2410-4b67-8215-e641b865e59f,SIM-20260823-327,CUST-017,98387,SAVINGS,WITHDRAWAL,233,2326.0,2093.0,SUCCESS,,2026-08-23T12:18:21.782487900
TXN-3ca7ca75-37a9-41c8-8003-72d07ff084b9,SIM-20260823-327,CUST-017,98387,SAVINGS,DEPOSIT,487,2093.0,2580.0,SUCCESS,,2026-08-23T12:18:21.825519400
TXN-2b38d1d5-34ee-4662-9a00-76a16ebb7d79,SIM-20260823-327,CUST-014,27122,SAVINGS,WITHDRAWAL,376,2000.0,2000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:21.841528
TXN-25c08d90-9384-4cc5-bd8f-243ffaa58b1a,SIM-20260823-327,CUST-014,27122,SAVINGS,WITHDRAWAL,352,2000.0,2000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:21.879678800
TXN-2efd1887-df22-437f-8e3b-973fd71244f1,SIM-20260823-327,CUST-006,58340,CURRENT,DEPOSIT,1213,5000.0,6213.0,SUCCESS,,2026-08-23T12:18:21.893809900
TXN-8507a41a-1944-467a-9193-de1ce87014e7,SIM-20260823-327,CUST-013,96979,SAVINGS,WITHDRAWAL,143,2000.0,2000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:21.940832200
TXN-a20c8016-d236-4c12-a4a7-4693805997c7,SIM-20260823-327,CUST-023,52230,CURRENT,DEPOSIT,3997,10400.0,14397.0,SUCCESS,,2026-08-23T12:18:21.973858800
TXN-5e866506-d8ed-4c38-b6c3-5affdac39302,SIM-20260823-327,CUST-015,53287,SAVINGS,WITHDRAWAL,36,4127.0,4091.0,SUCCESS,,2026-08-23T12:18:22.019003200
TXN-39e42eb8-1b18-4852-969c-f8d762dfe5b0,SIM-20260823-327,CUST-004,33460,SAVINGS,BALANCE_CHECK,263,3156.0,3156.0,SUCCESS,,2026-08-23T12:18:22.053966400
TXN-2afcd566-ad31-4b0d-9eff-e242b86073d7,SIM-20260823-327,CUST-003,57858,SAVINGS,WITHDRAWAL,582,2329.0,2329.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:22.099941
TXN-9a4b2811-0d38-4148-9945-5eab4066a9a9,SIM-20260823-327,CUST-002,97480,SAVINGS,BALANCE_CHECK,94,5366.0,5366.0,SUCCESS,,2026-08-23T12:18:22.110805500
TXN-b7e88040-bc19-4323-b7e4-10bb657dc7d6,SIM-20260823-327,CUST-016,44323,CURRENT,BALANCE_CHECK,134,5000.0,5000.0,SUCCESS,,2026-08-23T12:18:22.148520900
TXN-f081f971-86ed-43fa-a3ff-fa9d06c420c4,SIM-20260823-327,CUST-002,97480,SAVINGS,BALANCE_CHECK,105,5366.0,5366.0,SUCCESS,,2026-08-23T12:18:22.174589
TXN-3232fd75-3df4-4ce5-8e7c-b3ea9740f4c4,SIM-20260823-327,CUST-003,57858,SAVINGS,WITHDRAWAL,292,2329.0,2037.0,SUCCESS,,2026-08-23T12:18:22.190106100
TXN-792832da-ec70-45a8-ae34-b321876bc86f,SIM-20260823-327,CUST-023,52230,CURRENT,WITHDRAWAL,114,14397.0,14283.0,SUCCESS,,2026-08-23T12:18:22.218281600
TXN-6021c465-ef7a-44fe-af7f-7d1093cf1956,SIM-20260823-327,CUST-007,83137,CURRENT,DEPOSIT,3568,7734.0,11302.0,SUCCESS,,2026-08-23T12:18:22.243306500
TXN-8b0a33fe-443d-4300-b8ac-c44df9af1d7a,SIM-20260823-327,CUST-024,63256,SAVINGS,DEPOSIT,2036,6006.0,8042.0,SUCCESS,,2026-08-23T12:18:22.260619100
TXN-2572c385-8181-4099-a4c0-4666251e4ca6,SIM-20260823-327,CUST-023,52230,CURRENT,WITHDRAWAL,510,14283.0,13773.0,SUCCESS,,2026-08-23T12:18:22.304276900
TXN-e27bb15c-d0fd-4cbd-a119-8c49bcaf290e,SIM-20260823-327,CUST-014,27122,SAVINGS,WITHDRAWAL,355,2000.0,2000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:22.351219400
TXN-c93b66ec-b751-4ec3-b3cb-38df65fd92d4,SIM-20260823-327,CUST-014,27122,SAVINGS,WITHDRAWAL,59,2000.0,2000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:22.386923100
TXN-83d316c5-e9d7-404b-a024-777de0dc283e,SIM-20260823-327,CUST-002,97480,SAVINGS,BALANCE_CHECK,115,5366.0,5366.0,SUCCESS,,2026-08-23T12:18:22.426987500
TXN-f1be71ac-a7d6-4a17-8fda-88f632e4539d,SIM-20260823-327,CUST-021,40117,CURRENT,WITHDRAWAL,469,5000.0,5000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:22.467717300
TXN-6440f822-5ce9-4bec-bb58-46ac6ccbbd34,SIM-20260823-327,CUST-011,63372,CURRENT,BALANCE_CHECK,450,10019.0,10019.0,SUCCESS,,2026-08-23T12:18:22.493820300
TXN-a3e3de13-6bd5-4b76-a47f-eb227ed67487,SIM-20260823-327,CUST-014,27122,SAVINGS,DEPOSIT,1916,2000.0,3916.0,SUCCESS,,2026-08-23T12:18:22.514513800
TXN-3360e873-ed63-4fdd-98b7-5c7f9dc8a671,SIM-20260823-327,CUST-013,96979,SAVINGS,WITHDRAWAL,244,2000.0,2000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:22.560586600
TXN-b8fbf309-b568-4aeb-b3fc-679e36586a84,SIM-20260823-327,CUST-017,98387,SAVINGS,WITHDRAWAL,44,2580.0,2536.0,SUCCESS,,2026-08-23T12:18:22.591024300
TXN-be5cab20-1241-4e93-a3f8-f0e233158dd2,SIM-20260823-327,CUST-006,58340,CURRENT,DEPOSIT,5069,6213.0,11282.0,SUCCESS,,2026-08-23T12:18:22.621980200
TXN-ec57409d-fbb9-4461-a29d-1469277d1212,SIM-20260823-327,CUST-025,77744,CURRENT,DEPOSIT,1932,9883.0,11815.0,SUCCESS,,2026-08-23T12:18:22.665627200
TXN-b3c37cb2-b24a-48e4-968a-2f5f87e28c4c,SIM-20260823-327,CUST-023,52230,CURRENT,BALANCE_CHECK,277,13773.0,13773.0,SUCCESS,,2026-08-23T12:18:22.693190900
TXN-ec28c708-d01d-4209-92b9-971de5904fc0,SIM-20260823-327,CUST-001,40365,SAVINGS,BALANCE_CHECK,71,3365.0,3365.0,SUCCESS,,2026-08-23T12:18:22.738304500
TXN-29c2421e-94cd-4787-a1a1-a9a336f60ecb,SIM-20260823-327,CUST-018,26037,SAVINGS,DEPOSIT,604,4705.0,5309.0,SUCCESS,,2026-08-23T12:18:22.781059300
TXN-5fdfc2db-2a3e-4ac4-98e6-19abed767b0d,SIM-20260823-327,CUST-013,96979,SAVINGS,WITHDRAWAL,382,2000.0,2000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:22.791871300
TXN-68334182-de8e-4a18-a9bf-7093f7a13be9,SIM-20260823-327,CUST-020,83974,CURRENT,WITHDRAWAL,468,5000.0,5000.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:22.837936200
TXN-7db96f08-e1b9-402e-a74f-24507088baee,SIM-20260823-327,CUST-011,63372,CURRENT,DEPOSIT,973,10019.0,10992.0,SUCCESS,,2026-08-23T12:18:22.860170
TXN-1ca17bb1-289a-44e0-b3a6-b5034d31876a,SIM-20260823-327,CUST-002,97480,SAVINGS,DEPOSIT,698,5366.0,6064.0,SUCCESS,,2026-08-23T12:18:22.891196900
TXN-10b23b4c-f139-40db-87a4-3cbe57a93cf2,SIM-20260823-327,CUST-003,57858,SAVINGS,WITHDRAWAL,331,2037.0,2037.0,FAILED,INSUFFICIENT_FUNDS,2026-08-23T12:18:22.923336800
TXN-a3246f7b-06f0-49ca-adfa-078d22578d84,SIM-20260823-327,CUST-017,98387,SAVINGS,BALANCE_CHECK,95,2536.0,2536.0,SUCCESS,,2026-08-23T12:18:22.970911300
